Student_Names,Course_Recommendation,CourseCode,ListofCourses,RatingOfCourses
Sharath Vishwakarma,Better luck next time,,,
Sukhvir Yadav,"04_CSR, 24_PROD, 13_CE",,,
Muntazir Thakur,"05_CSECS, 32_BC, 36_BSP",,,
Virendra Kumar Pandey,Better luck next time,,,
Shafeeque Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Boini Pratap,Better luck next time,,,
Tejas Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Shamal Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Cutipie Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Danish Vishwakarma,Better luck next time,,,
Somanath Divedi,"04_CSR, 24_PROD, 13_CE",,,
Makrani Seth,Better luck next time,,,
Salfi Rai,Better luck next time,,,
भुषण Pandit,"01_CSE, 08_ESE, 22_EEE",,,
Kanhiaya Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Rohtash Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Dharmik Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Manojsingh Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Syeed Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Sudeshna Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Sibi Mishra,Better luck next time,,,
विलास Sonkar,Better luck next time,,,
Giridhar Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Vikaram Pandey,"05_CSECS, 32_BC, 36_BSP",,,
Chikun Singh,"05_CSECS, 32_BC, 36_BSP",,,
Remya Seth,"28_METE, 29_TEXE, 31_POLE",,,
Shivukumar Maurrya,Better luck next time,,,
Kathir Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Dolma Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Minakshi Mishra,Better luck next time,,,
Sukhan Yadav,Better luck next time,,,
Mastram Pandey,Better luck next time,,,
वैशाली Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Sudheendra Tiwari,Better luck next time,,,
Thoiba Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Junad Srivastav,"05_CSECS, 32_BC, 36_BSP",,,
Alom Rai,"04_CSR, 24_PROD, 13_CE",,,
Sohini Thakur,Better luck next time,,,
Jagadeesh Gupta,Better luck next time,,,
Devilaal Mishra,"05_CSECS, 32_BC, 36_BSP",,,
Jayarama Maurrya,"02_CSAI, 32_BC, 35_BSC",,,
Dharmaraaj Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Budheshwar Singh,"28_METE, 29_TEXE, 31_POLE",,,
Md Tanweer Pratap,Better luck next time,,,
Chandramaadhav Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Ravi Kant Sonkar,Better luck next time,,,
Dharmaketu Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Subbaiah Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Durgesh Pandit,"07_CSBS, 19_MECH, 27_DTE",,,
Samsuddin Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Prinshu Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Mahii Gupta,Better luck next time,,,
Mursaleen Rai,Better luck next time,,,
Dharam Veer Yadav,Better luck next time,,,
Sajay Sonkar,Better luck next time,,,
Nurjamal Sonkar,"09_ECE, 23_AEE, 26_AGRE",,,
Suribabu Kumari,Better luck next time,,,
Ud Srivastav,Better luck next time,,,
Niveditha Rai,"28_METE, 29_TEXE, 31_POLE",,,
Hobibur Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Velayutham Mishra,Better luck next time,,,
Dhanashri Sonkar,Better luck next time,,,
आनिल Rao,"02_CSAI, 32_BC, 35_BSC",,,
Rakshita Sonkar,Better luck next time,,,
Deepmala Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Ashishkumar Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Shruthi Srivastav,"04_CSR, 24_PROD, 13_CE",,,
Snehasish Maurya,"02_CSAI, 32_BC, 35_BSC",,,
Awnish Kumari,"05_CSECS, 32_BC, 36_BSP",,,
Arpana Devi,"28_METE, 29_TEXE, 31_POLE",,,
Aabha Singh,"04_CSR, 24_PROD, 13_CE",,,
Ramya Vishwakarma,"01_CSE, 08_ESE, 22_EEE",,,
Utsah Vishwakarma,Better luck next time,,,
Tusar Yadav,Better luck next time,,,
M K Divedi,Better luck next time,,,
Narsingh Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Ganesh Prasad Kumar,Better luck next time,,,
Uddhav Rao,"28_METE, 29_TEXE, 31_POLE",,,
Padmanava Devi,"09_ECE, 23_AEE, 26_AGRE",,,
Pradip Kumar Seth,"02_CSAI, 32_BC, 35_BSC",,,
Dogra Yadav,"02_CSAI, 32_BC, 35_BSC",,,
Monisha Srivastav,Better luck next time,,,
Sakib Tiwari,"05_CSECS, 32_BC, 36_BSP",,,
Biswojit Yadav,"04_CSR, 24_PROD, 13_CE",,,
Kesaram Rao,"05_CSECS, 32_BC, 36_BSP",,,
Budhadeb Devi,Better luck next time,,,
Saheem Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Laxminarayan Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Nanthakumar Seth,"28_METE, 29_TEXE, 31_POLE",,,
Tapan Divedi,"02_CSAI, 32_BC, 35_BSC",,,
Somendra Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Dijen Thakur,Better luck next time,,,
Neelima Rao,Better luck next time,,,
Girjesh Tiwari,"15_CHE, 16_BIOE, 25_FPT",,,
Vrushali Gupta,Better luck next time,,,
Lilima Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Nawazish Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Mostufa Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Chiranjeev Kumari,Better luck next time,,,
Nayeem Rajput,Better luck next time,,,
Devki Singh,Better luck next time,,,
Madhuresh Divedi,Better luck next time,,,
Prasant Kumar Seth,"02_CSAI, 32_BC, 35_BSC",,,
Amarkant Srivastav,Better luck next time,,,
Swapon Rajput,Better luck next time,,,
Jetha Pandey,Better luck next time,,,
Vishwakarma Sonkar,Better luck next time,,,
Parashram Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Wakil Sonkar,Better luck next time,,,
Arish Rai,"05_CSECS, 32_BC, 36_BSP",,,
Phoolsingh Pandey,Better luck next time,,,
सुरज Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Nirnay Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Majibul Gupta,Better luck next time,,,
Ashwini Sonkar,Better luck next time,,,
Girindra Kumar,Better luck next time,,,
Rakibul Maurya,Better luck next time,,,
Ayyanar Rajput,"04_CSR, 24_PROD, 13_CE",,,
Vatan Rao,Better luck next time,,,
Sanidhya Tiwari,"05_CSECS, 32_BC, 36_BSP",,,
Chagan Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Shanu Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Surajbhan Tiwari,Better luck next time,,,
Rudrapratap Rajput,Better luck next time,,,
Varshith Gupta,Better luck next time,,,
Shrenik Pandit,Better luck next time,,,
Naga Raju Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Anishka Pandit,"15_CHE, 16_BIOE, 25_FPT",,,
Raje Tiwari,Better luck next time,,,
Chetak Devi,"28_METE, 29_TEXE, 31_POLE",,,
Kanhai Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Vibhav Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Abhay Pratap Devi,"28_METE, 29_TEXE, 31_POLE",,,
Piyu Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Bratindra Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Hanshraj Singh,"05_CSECS, 32_BC, 36_BSP",,,
Sulendar Rao,Better luck next time,,,
Naorem Maurya,Better luck next time,,,
Bharat Kumar Vishwakarma,Better luck next time,,,
Sidhanta Maurya,"09_ECE, 23_AEE, 26_AGRE",,,
Dhrupad Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Hemsagar Rajput,"05_CSECS, 32_BC, 36_BSP",,,
Priyangshu Mishra,"04_CSR, 24_PROD, 13_CE",,,
Dharmjeet Vishwakarma,Better luck next time,,,
Prashant Kumar Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Shivamurthy Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Bakshi Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Milind Thakur,Better luck next time,,,
Titli Pandit,Better luck next time,,,
Md Naim Mishra,"02_CSAI, 32_BC, 35_BSC",,,
Lisha Gupta,"09_ECE, 23_AEE, 26_AGRE",,,
Saim Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Dishu Gupta,"05_CSECS, 32_BC, 36_BSP",,,
Shivan Rai,"05_CSECS, 32_BC, 36_BSP",,,
Parshuram Vishwakarma,"15_CHE, 16_BIOE, 25_FPT",,,
Dhannjay Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Aajam Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Tanveer Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Nandhini Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Deeptikana Thakur,Better luck next time,,,
Harshad Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Ramnaresh Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Pallavi Rao,"02_CSAI, 32_BC, 35_BSC",,,
Ali Asgar Pandit,Better luck next time,,,
मोहनलाल Seth,Better luck next time,,,
Thippesh Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Minam Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Arti Maurrya,Better luck next time,,,
Abodh Maurrya,Better luck next time,,,
Nirjala Rao,Better luck next time,,,
H R Tiwari,"05_CSECS, 32_BC, 36_BSP",,,
Sumpi Devi,Better luck next time,,,
Okil Vishwakarma,Better luck next time,,,
Bhaba Pandey,"02_CSAI, 32_BC, 35_BSC",,,
Sunny Singh Vishwakarma,Better luck next time,,,
Ankit Kumar Rai,"28_METE, 29_TEXE, 31_POLE",,,
Saptarshi Divedi,"04_CSR, 24_PROD, 13_CE",,,
Lakshy Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Chakrapaani Divedi,Better luck next time,,,
Khusbu Pandey,"09_ECE, 23_AEE, 26_AGRE",,,
Nilofar Sonkar,Better luck next time,,,
Ashmit Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Ramu Singh Kumari,"02_CSAI, 32_BC, 35_BSC",,,
Parmodh Rao,"28_METE, 29_TEXE, 31_POLE",,,
Parvez Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Sampath Pandey,Better luck next time,,,
Poornesh Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Rani Singh Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Mujibur Pratap,Better luck next time,,,
Jithendra Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Jantu Vishwakarma,"05_CSECS, 32_BC, 36_BSP",,,
Zala Pandey,Better luck next time,,,
Mausumi Divedi,"05_CSECS, 32_BC, 36_BSP",,,
Yallappa Singh,Better luck next time,,,
Badal Kumar Maurya,"04_CSR, 24_PROD, 13_CE",,,
Nanke Yadav,Better luck next time,,,
Satypal Vishwakarma,Better luck next time,,,
Sai Kumar Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Hajira Singh,Better luck next time,,,
Nayan Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Chhantea Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Dhrmendra Gupta,Better luck next time,,,
Dasarath Gupta,Better luck next time,,,
Bhikha Pratap,"28_METE, 29_TEXE, 31_POLE",,,
Ratish Pratap,Better luck next time,,,
Rijvan Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Lalchan Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Kuldep Mishra,"05_CSECS, 32_BC, 36_BSP",,,
ईश्वर Singh,Better luck next time,,,
Ompal Tiwari,Better luck next time,,,
Nathuram Pandey,"04_CSR, 24_PROD, 13_CE",,,
Amrjeet Maurrya,"05_CSECS, 32_BC, 36_BSP",,,
Rithick Singh,Better luck next time,,,
Mithinga Vishwakarma,Better luck next time,,,
Shoukat Rajput,Better luck next time,,,
Omvir Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Atendra Singh,"04_CSR, 24_PROD, 13_CE",,,
Rakshit Singh,Better luck next time,,,
Dhanush Seth,Better luck next time,,,
Abhishek Seth,Better luck next time,,,
Devsena Pratap,"04_CSR, 24_PROD, 13_CE",,,
Awanish Sonkar,Better luck next time,,,
Suni Rao,Better luck next time,,,
Ashok Yadav Rajput,Better luck next time,,,
Dorjee Rajput,"15_CHE, 16_BIOE, 25_FPT",,,
Dharmaketu Sonkar,"05_CSECS, 32_BC, 36_BSP",,,
Manukumar Singh,Better luck next time,,,
Rajdeepsinh Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Sugandha Tiwari,Better luck next time,,,
Rohini Pandit,"04_CSR, 24_PROD, 13_CE",,,
Visual Pandey,Better luck next time,,,
Vipul Seth,Better luck next time,,,
Somil Seth,Better luck next time,,,
Niyaj Divedi,Better luck next time,,,
Durg Kumar,"02_CSAI, 32_BC, 35_BSC",,,
Mobin Singh,Better luck next time,,,
Sudhir Rai,Better luck next time,,,
Goparam Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Ajijul Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Solnki Mishra,Better luck next time,,,
Mahendrakumar Sonkar,Better luck next time,,,
Rajakumar Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Jasim Tiwari,"09_ECE, 23_AEE, 26_AGRE",,,
Chakradhar Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Ratha Yadav,Better luck next time,,,
Pinkey Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Sanjay Sharma Rai,"28_METE, 29_TEXE, 31_POLE",,,
Gavi Rajput,Better luck next time,,,
Shuchi Vishwakarma,"02_CSAI, 32_BC, 35_BSC",,,
Savaram Tiwari,"09_ECE, 23_AEE, 26_AGRE",,,
Durga Rao Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Islamuddin Yadav,"04_CSR, 24_PROD, 13_CE",,,
Md Shamim Gupta,Better luck next time,,,
Babitha Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Ajaj Tiwari,Better luck next time,,,
Sudam Gupta,Better luck next time,,,
K R Yadav,"02_CSAI, 32_BC, 35_BSC",,,
Chinnu Rai,"28_METE, 29_TEXE, 31_POLE",,,
Suram Singh,Better luck next time,,,
Sombhu Kumar,Better luck next time,,,
Pathik Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Kumail Devi,"07_CSBS, 19_MECH, 27_DTE",,,
Samriti Rajput,"02_CSAI, 32_BC, 35_BSC",,,
Salmankhan Devi,"07_CSBS, 19_MECH, 27_DTE",,,
Pyara Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Naseem Khan Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Aksay Vishwakarma,Better luck next time,,,
Ashvani Gupta,"04_CSR, 24_PROD, 13_CE",,,
Sibaprasad Kumar,Better luck next time,,,
Alom Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Jiyalal Pratap,Better luck next time,,,
Jaffer Vishwakarma,"02_CSAI, 32_BC, 35_BSC",,,
Nivi Kumar,Better luck next time,,,
S. K Kumar,Better luck next time,,,
Awes Singh,Better luck next time,,,
कुलदीप Thakur,"05_CSECS, 32_BC, 36_BSP",,,
Tanuja Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Maheshkumar Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Karamchand Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Selvi Vishwakarma,"03_CSDS, 10_EE, 11_ME",,,
Rupali Rao,Better luck next time,,,
Md Zakir Maurya,Better luck next time,,,
Hoshiyar Pratap,Better luck next time,,,
Shazeb Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Kanika Kumari,"04_CSR, 24_PROD, 13_CE",,,
Alimuddin Mishra,"02_CSAI, 32_BC, 35_BSC",,,
Maruf Singh,"28_METE, 29_TEXE, 31_POLE",,,
Narshing Srivastav,Better luck next time,,,
Aashika Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Intakhab Yadav,Better luck next time,,,
Dibya Ranjan Singh,Better luck next time,,,
Adheer Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Tikina Seth,Better luck next time,,,
Mantoo Devi,"04_CSR, 24_PROD, 13_CE",,,
Fanish Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Thillai Rai,"28_METE, 29_TEXE, 31_POLE",,,
Sairaj Singh,Better luck next time,,,
Sadhu Maurya,Better luck next time,,,
Ritwik Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Sammer Rai,Better luck next time,,,
Jitendrasingh Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Lakshmikant Rao,"28_METE, 29_TEXE, 31_POLE",,,
Sampath Rao,"28_METE, 29_TEXE, 31_POLE",,,
Farzan Rai,"05_CSECS, 32_BC, 36_BSP",,,
Amaresha Pratap,"28_METE, 29_TEXE, 31_POLE",,,
Pravi Rao,"28_METE, 29_TEXE, 31_POLE",,,
Maheswar Thakur,Better luck next time,,,
Premananda Rai,Better luck next time,,,
Kahkashan Tiwari,Better luck next time,,,
Srinivasarao Seth,Better luck next time,,,
R N Pandey,Better luck next time,,,
Parmila Rao,Better luck next time,,,
Ashvani Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Adv Rajput,Better luck next time,,,
Bhavan Pratap,"07_CSBS, 19_MECH, 27_DTE",,,
Amiruddin Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Jayvir Divedi,Better luck next time,,,
Thoiba Pratap,Better luck next time,,,
Dhun Gupta,"05_CSECS, 32_BC, 36_BSP",,,
Mamita Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Naam Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Amisha Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Vishvas Sonkar,Better luck next time,,,
Santhanam Rao,"05_CSECS, 32_BC, 36_BSP",,,
M. S Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Ghan Rao,Better luck next time,,,
Rambhajan Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Mahul Tiwari,Better luck next time,,,
Bhumeshwar Pratap,Better luck next time,,,
Snigdha Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Manjunath Kumari,Better luck next time,,,
Trinatha Rao,"04_CSR, 24_PROD, 13_CE",,,
Afshana Pandit,"05_CSECS, 32_BC, 36_BSP",,,
Nooruddin Yadav,Better luck next time,,,
Mantukumar Seth,"04_CSR, 24_PROD, 13_CE",,,
Seetharam Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Somenath Singh,Better luck next time,,,
Manush Sonkar,Better luck next time,,,
Bitul Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Shani Sonkar,Better luck next time,,,
Ekta Divedi,Better luck next time,,,
Amritha Rai,"07_CSBS, 19_MECH, 27_DTE",,,
Shubham Yadav,"05_CSECS, 32_BC, 36_BSP",,,
Ziyaul Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Local Pandey,"01_CSE, 08_ESE, 22_EEE",,,
Noddy Pratap,Better luck next time,,,
Vijayraj Sonkar,Better luck next time,,,
Harshika Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Moshin Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Budhiram Divedi,Better luck next time,,,
Balaraman Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Dharmend Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Rathinam Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Purobi Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Lakan Yadav,Better luck next time,,,
Sana Seth,Better luck next time,,,
Kushwaha Rai,"04_CSR, 24_PROD, 13_CE",,,
Thousif Rai,Better luck next time,,,
Kaushlya Kumar,"07_CSBS, 19_MECH, 27_DTE",,,
Sasti Devi,Better luck next time,,,
Gajapati Maurrya,"05_CSECS, 32_BC, 36_BSP",,,
Ayub Khan Rai,"28_METE, 29_TEXE, 31_POLE",,,
Dayanita Sonkar,Better luck next time,,,
Sarjit Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Lalrin Mishra,Better luck next time,,,
Digpal Rajput,"05_CSECS, 32_BC, 36_BSP",,,
Rahis Rao,"28_METE, 29_TEXE, 31_POLE",,,
Tahera Devi,"09_ECE, 23_AEE, 26_AGRE",,,
Laiba Tiwari,Better luck next time,,,
Akib Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Bigan Kumar,Better luck next time,,,
Arghya Tiwari,Better luck next time,,,
Anandan Rai,"04_CSR, 24_PROD, 13_CE",,,
Rakib Rajput,Better luck next time,,,
Changuna Sonkar,Better luck next time,,,
Sushanta Kumar Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Mrinmay Sonkar,Better luck next time,,,
Prathap Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Shaligram Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Pramodkumar Thakur,Better luck next time,,,
Aadam Srivastav,Better luck next time,,,
Dhanveer Yadav,Better luck next time,,,
Chakraborty Rajput,Better luck next time,,,
Rakeshkumar Pandey,"04_CSR, 24_PROD, 13_CE",,,
Sumo Rai,Better luck next time,,,
Muktikanta Thakur,Better luck next time,,,
Lakshita Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Soyal Pratap,"28_METE, 29_TEXE, 31_POLE",,,
Sk Khan Gupta,Better luck next time,,,
Sondip Vishwakarma,Better luck next time,,,
Anshul Thakur,"04_CSR, 24_PROD, 13_CE",,,
Moseen Yadav,Better luck next time,,,
Pani Tiwari,Better luck next time,,,
Dipin Rai,"28_METE, 29_TEXE, 31_POLE",,,
सुमित Pandey,"05_CSECS, 32_BC, 36_BSP",,,
Aafaq Seth,Better luck next time,,,
Aakaash Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Saku Singh,"09_ECE, 23_AEE, 26_AGRE",,,
Rikky Pandey,Better luck next time,,,
Gudan Gupta,Better luck next time,,,
Alip Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Pihu Pandey,Better luck next time,,,
Biswo Kumari,Better luck next time,,,
Mrinal Kanti Maurya,"02_CSAI, 32_BC, 35_BSC",,,
Suram Thakur,Better luck next time,,,
Bawa Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Jay Parkash Singh,"28_METE, 29_TEXE, 31_POLE",,,
Nandkisor Maurya,Better luck next time,,,
Bhairu Rao,"28_METE, 29_TEXE, 31_POLE",,,
Md Alamgir Kumar,"01_CSE, 08_ESE, 22_EEE",,,
Istekar Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Asjad Mishra,Better luck next time,,,
Deba Tiwari,"09_ECE, 23_AEE, 26_AGRE",,,
Kamalkant Rai,"07_CSBS, 19_MECH, 27_DTE",,,
Baraiya Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Kartic Rai,"02_CSAI, 32_BC, 35_BSC",,,
Nagaratna Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Sarojkumar Singh,Better luck next time,,,
Mujeeb Rai,Better luck next time,,,
Gomateshwara Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Ratanlal Pandey,"09_ECE, 23_AEE, 26_AGRE",,,
Bhawan Yadav,Better luck next time,,,
Hardik Rajput,Better luck next time,,,
Tejasvini Seth,"05_CSECS, 32_BC, 36_BSP",,,
Shinchan Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Karn Maurya,Better luck next time,,,
Chaand Maurrya,"02_CSAI, 32_BC, 35_BSC",,,
Prathik Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Shivmohan Devi,"28_METE, 29_TEXE, 31_POLE",,,
Palli Pandit,Better luck next time,,,
Shahidur Seth,"04_CSR, 24_PROD, 13_CE",,,
Rupam Devi,"28_METE, 29_TEXE, 31_POLE",,,
Sasikala Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Pavan Yadav Kumari,Better luck next time,,,
Maran Seth,Better luck next time,,,
Nirmalya Rao,Better luck next time,,,
Chiranjeevi Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Somashekar Vishwakarma,Better luck next time,,,
Suraj Yadav Seth,"28_METE, 29_TEXE, 31_POLE",,,
Boobalan Kumari,Better luck next time,,,
Madhura Kumar,Better luck next time,,,
Debapriya Vishwakarma,Better luck next time,,,
Rang Rao,"02_CSAI, 32_BC, 35_BSC",,,
Aradhana Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Monil Yadav,Better luck next time,,,
Butu Sonkar,"05_CSECS, 32_BC, 36_BSP",,,
Kaynat Pandey,Better luck next time,,,
Jayanand Kumar,Better luck next time,,,
Kondapalli Rajput,"05_CSECS, 32_BC, 36_BSP",,,
Kumaran Rai,"28_METE, 29_TEXE, 31_POLE",,,
Sikander Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Nempal Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Pratap Tiwari,Better luck next time,,,
Alfaaz Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Madhaba Yadav,Better luck next time,,,
Ankitha Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Reena Yadav,Better luck next time,,,
Md Naushad Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
नागनाथ Singh,Better luck next time,,,
Tufani Rao,Better luck next time,,,
Sorya Vishwakarma,Better luck next time,,,
Sumair Seth,Better luck next time,,,
Gangaadatt Rao,Better luck next time,,,
Rambriksh Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Audhesh Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Rajip Maurrya,Better luck next time,,,
Indrajeet Kumar Pandey,"09_ECE, 23_AEE, 26_AGRE",,,
Kusuma Thakur,Better luck next time,,,
Yashrajsinh Tiwari,"05_CSECS, 32_BC, 36_BSP",,,
Dibyajyoti Rao,Better luck next time,,,
Surender Singh Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Shrishail Pandey,Better luck next time,,,
Jesi Rajput,Better luck next time,,,
Chanu Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Ravidas Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Swaranjali Seth,"02_CSAI, 32_BC, 35_BSC",,,
Sanika Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Durgesh Pratap,"04_CSR, 24_PROD, 13_CE",,,
Dandapani Kumar,Better luck next time,,,
Prabakaran Sonkar,Better luck next time,,,
Ishwarya Divedi,Better luck next time,,,
Susanta Kumar Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Karuppu Seth,"02_CSAI, 32_BC, 35_BSC",,,
Faizu Devi,Better luck next time,,,
Nemsingh Mishra,"04_CSR, 24_PROD, 13_CE",,,
Shatabdi Yadav,Better luck next time,,,
Santosh Yadav Seth,"28_METE, 29_TEXE, 31_POLE",,,
Punamchand Rai,"28_METE, 29_TEXE, 31_POLE",,,
Hemanga Kumar,"04_CSR, 24_PROD, 13_CE",,,
Dinu Pandey,"04_CSR, 24_PROD, 13_CE",,,
Md Rizwan Devi,Better luck next time,,,
Zohan Singh,"04_CSR, 24_PROD, 13_CE",,,
Dewendra Singh,"28_METE, 29_TEXE, 31_POLE",,,
Jai Shankar Tiwari,Better luck next time,,,
Durgash Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Brishti Singh,Better luck next time,,,
Md Jahangir Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
