Student_Names,Study_Hours,Part_Time_Job,Math,Physics,Chemistry,Grade,Comment
Susant Vishwakarma,7,Yes,66,11,46,D,Poor Pursuance
Ramalakshmi Gupta,10,No,35,77,79,B,Average Performance
Harun Srivastav,2,No,87,75,68,B+,Good Pursuance
Ravikumar Vishwakarma,3,No,71,67,31,C,Below Average Achivement
Bineeta Srivastav,6,Yes,80,66,76,B+,Good Pursuance
Sirajul Rai,10,No,36,26,74,D,Poor Pursuance
Sony Sonkar,6,No,57,56,14,D,Poor Pursuance
नामदेव Kumar,10,Yes,24,20,73,D,Poor Pursuance
Bhargav Maurya,5,Yes,70,47,72,B,Average Performance
Jotin Rajput,3,No,50,25,56,D,Poor Pursuance
Thiru Gupta,8,No,25,64,41,D,Poor Pursuance
Rajiv Ranjan Yadav,2,Yes,96,40,33,C,Below Average Achivement
Subrato Singh,5,No,35,14,52,D,Poor Pursuance
Priyakshi Rao,3,No,36,78,74,B,Average Performance
Sourov Seth,2,Yes,14,61,63,D,Poor Pursuance
Narander Rai,10,Yes,59,24,15,F,Failed
Satya Ranjan Kumar,4,Yes,93,11,74,C,Below Average Achivement
Ramesh Yadav Pratap,10,Yes,17,15,25,F,Failed
Jayoti Vishwakarma,4,No,29,17,26,F,Failed
Satyapal Pandey,2,Yes,47,20,61,D,Poor Pursuance
Shankara Singh,10,Yes,82,18,85,B,Average Performance
Parvendra Maurrya,6,Yes,84,90,75,A,Very Good Achivement
Najma Rai,8,Yes,27,25,58,D,Poor Pursuance
Abhi Raj Divedi,7,No,84,41,61,B,Average Performance
Rebal Srivastav,10,No,99,66,42,B,Average Performance
Senthi Yadav,5,Yes,27,27,56,D,Poor Pursuance
आमोल Vishwakarma,10,No,52,62,90,B,Average Performance
Mapuii Tiwari,10,No,22,52,85,C,Below Average Achivement
शरद Pratap,6,No,33,80,57,C,Below Average Achivement
Goutam Thakur,7,No,96,68,15,C,Below Average Achivement
Prokash Maurrya,1,No,63,77,10,D,Poor Pursuance
Gouthami Sonkar,6,No,51,53,84,B,Average Performance
Sundhar Srivastav,4,No,76,72,26,C,Below Average Achivement
Aanjaneya Sonkar,8,No,30,97,96,B+,Good Pursuance
Gurjar Divedi,9,No,81,33,20,D,Poor Pursuance
Liyakat Divedi,10,Yes,18,32,13,F,Failed
Aatma Devi,9,Yes,54,37,57,D,Poor Pursuance
Damor Divedi,1,Yes,54,45,56,C,Below Average Achivement
Rittu Rai,1,Yes,38,27,16,F,Failed
Jafir Divedi,6,Yes,46,44,69,C,Below Average Achivement
Sivaji Rao,4,Yes,14,88,88,B,Average Performance
Rma Pratap,5,Yes,44,36,91,C,Below Average Achivement
पंडित Vishwakarma,8,Yes,72,37,56,C,Below Average Achivement
Pujarani Divedi,1,No,50,17,56,D,Poor Pursuance
Rajnikant Seth,5,Yes,81,40,82,B,Average Performance
Kodi Mishra,6,No,30,61,20,D,Poor Pursuance
Devendr Tiwari,7,Yes,15,97,23,D,Poor Pursuance
Koppula Rao,9,No,21,72,100,B,Average Performance
Satto Srivastav,9,No,98,19,89,B,Average Performance
Bablukumar Gupta,4,No,89,89,78,A,Very Good Achivement
Rizban Mishra,1,Yes,99,91,86,A+,Excellent Performance
Manzoor Vishwakarma,10,No,68,71,49,B,Average Performance
Alekhya Singh,3,Yes,84,87,72,A,Very Good Achivement
Sivasakthi Vishwakarma,6,Yes,86,40,65,B,Average Performance
Sn Gupta,8,No,21,88,31,D,Poor Pursuance
Psy Rai,2,Yes,79,76,84,B+,Good Pursuance
Bachcha Rai,9,Yes,46,49,18,D,Poor Pursuance
Sukriti Srivastav,4,No,34,78,16,D,Poor Pursuance
Jiyabur Srivastav,2,No,53,81,100,B+,Good Pursuance
Hardika Tiwari,5,Yes,95,40,39,C,Below Average Achivement
Dipul Vishwakarma,3,No,39,48,96,B,Average Performance
Dharshini Seth,9,No,54,16,31,D,Poor Pursuance
Pramod Kumar Rai,9,No,21,12,74,D,Poor Pursuance
Bhavesh Maurya,10,No,56,70,77,B,Average Performance
Neeshu Pratap,1,No,60,28,69,C,Below Average Achivement
Prveen Kumari,5,Yes,32,20,72,D,Poor Pursuance
Pavan Kalyan Kumar,10,Yes,53,63,41,C,Below Average Achivement
Sebastin Divedi,10,No,32,96,70,B,Average Performance
जगदिश Rao,1,No,98,90,87,A+,Excellent Performance
Tanishk Rao,4,Yes,82,61,83,B+,Good Pursuance
Surajpal Pandit,9,Yes,21,89,27,D,Poor Pursuance
Harsha Sonkar,6,Yes,20,34,62,D,Poor Pursuance
Shankarlal Srivastav,6,Yes,48,62,73,B,Average Performance
Gajadhar Tiwari,10,No,35,23,15,F,Failed
Ibomcha Gupta,2,No,73,12,51,D,Poor Pursuance
Swapan Kumar Rajput,10,Yes,87,18,93,B,Average Performance
Dhirendar Kumari,3,No,17,77,72,C,Below Average Achivement
Ravishankar Gupta,8,No,45,62,37,D,Poor Pursuance
Pradipsinh Singh,4,Yes,97,90,41,B+,Good Pursuance
Akaash Singh,9,Yes,74,91,29,B,Average Performance
Jenisha Maurya,5,Yes,86,30,60,C,Below Average Achivement
Paswan Tiwari,10,Yes,95,23,16,D,Poor Pursuance
Csk Devi,6,No,16,70,52,D,Poor Pursuance
Chandavarman Seth,9,Yes,82,85,53,B+,Good Pursuance
Sehjad Rao,3,No,94,42,91,B+,Good Pursuance
Khursid Kumar,3,No,79,92,60,B+,Good Pursuance
Vividha Seth,4,No,28,12,11,F,Failed
Ramesh Chand Rajput,10,No,19,48,83,D,Poor Pursuance
Tank Rajput,2,No,44,86,62,B,Average Performance
Dharmakeerti Rai,9,No,48,29,49,D,Poor Pursuance
Dhanjay Gupta,4,Yes,87,10,84,C,Below Average Achivement
Bhagyashree Divedi,5,No,20,58,62,D,Poor Pursuance
Shubhajit Maurya,3,No,84,23,70,C,Below Average Achivement
Rambharosh Divedi,7,Yes,47,89,18,C,Below Average Achivement
Sonu Chauhan Maurya,4,Yes,72,64,37,C,Below Average Achivement
Vagela Rai,5,Yes,28,20,33,F,Failed
Piku Yadav,3,Yes,10,49,12,F,Failed
Sachin Singh Pandit,7,No,61,19,25,D,Poor Pursuance
Resham Devi,6,Yes,34,65,36,D,Poor Pursuance
Ramjeevan Kumari,9,Yes,56,45,64,C,Below Average Achivement
Vasu Pandey,4,Yes,30,47,64,D,Poor Pursuance
Seenu Singh,7,No,92,89,69,A,Very Good Achivement
Sunidhi Vishwakarma,6,Yes,28,22,71,D,Poor Pursuance
Pabitra Kumar Gupta,6,No,52,89,78,B+,Good Pursuance
Chandradev Divedi,9,No,98,46,100,A,Very Good Achivement
Somananda Rajput,5,No,47,88,87,B+,Good Pursuance
किरन Gupta,2,Yes,56,27,19,D,Poor Pursuance
Pui Kumar,6,Yes,72,100,43,B+,Good Pursuance
Kamal Kishor Srivastav,8,No,83,57,91,B+,Good Pursuance
Savitri Maurya,8,Yes,61,85,17,C,Below Average Achivement
Chandra Prakash Gupta,10,No,23,28,22,F,Failed
Bindurekha Divedi,8,No,74,56,41,C,Below Average Achivement
Sujit Kumar Yadav,5,No,80,17,26,D,Poor Pursuance
Vaijayanti Tiwari,9,Yes,93,72,77,B+,Good Pursuance
Parmila Sonkar,7,No,62,32,35,D,Poor Pursuance
Radika Seth,2,Yes,88,25,47,C,Below Average Achivement
Diptiranjan Sonkar,7,No,77,73,83,B+,Good Pursuance
Narayn Kumar,4,No,58,49,31,D,Poor Pursuance
Charan Rajput,9,Yes,96,50,65,B,Average Performance
Beenu Gupta,6,Yes,53,88,82,B+,Good Pursuance
Mintu Devi,3,No,84,85,46,B+,Good Pursuance
Gowda Rajput,7,No,51,24,85,C,Below Average Achivement
Ajeem Devi,8,No,11,68,88,C,Below Average Achivement
सरिता Divedi,6,Yes,19,39,25,F,Failed
Mannu Thakur,5,Yes,55,39,51,D,Poor Pursuance
Chandrasekar Divedi,4,Yes,79,86,100,A,Very Good Achivement
Hardiksinh Pandit,5,Yes,39,56,25,D,Poor Pursuance
Shivalinga Vishwakarma,6,No,89,20,23,D,Poor Pursuance
Ranjitsinh Sonkar,3,Yes,91,37,22,D,Poor Pursuance
Parshant Thakur,9,No,55,63,98,B+,Good Pursuance
Asadul Sonkar,5,Yes,36,70,73,C,Below Average Achivement
Sahnawaz Sonkar,1,No,40,66,75,C,Below Average Achivement
Loke Rajput,6,No,65,72,100,B+,Good Pursuance
Indira Singh,3,Yes,23,40,33,F,Failed
Rajander Rao,5,No,78,48,49,C,Below Average Achivement
Kuruva Thakur,9,No,88,43,55,B,Average Performance
Boro Pandey,10,No,32,16,69,D,Poor Pursuance
Sajina Gupta,7,Yes,40,75,12,D,Poor Pursuance
Pavankumar Seth,4,Yes,55,57,78,B,Average Performance
Rimi Singh,2,Yes,37,28,46,D,Poor Pursuance
Santhanam Maurrya,9,Yes,99,44,68,B,Average Performance
Kota Sonkar,8,Yes,18,96,44,C,Below Average Achivement
Jagendra Rao,1,No,69,44,79,B,Average Performance
Shrawan Kumar Rajput,10,No,46,39,91,C,Below Average Achivement
Pravind Seth,4,No,97,30,59,B,Average Performance
Sharath Vishwakarma,8,Yes,63,43,20,D,Poor Pursuance
Sukhvir Yadav,6,Yes,76,61,61,B,Average Performance
Muntazir Thakur,6,Yes,90,42,97,B+,Good Pursuance
Virendra Kumar Pandey,7,Yes,48,45,14,D,Poor Pursuance
Shafeeque Divedi,6,Yes,41,83,65,B,Average Performance
Boini Pratap,7,Yes,74,20,21,D,Poor Pursuance
Tejas Thakur,6,No,56,76,62,B,Average Performance
Shamal Mishra,4,No,52,84,39,C,Below Average Achivement
Cutipie Thakur,5,Yes,39,23,92,C,Below Average Achivement
Danish Vishwakarma,8,No,72,28,35,D,Poor Pursuance
Somanath Divedi,9,No,40,58,99,B,Average Performance
Makrani Seth,7,No,40,29,28,F,Failed
Salfi Rai,1,No,59,27,33,D,Poor Pursuance
भुषण Pandit,5,No,93,97,86,A+,Excellent Performance
Kanhiaya Pandey,10,Yes,19,65,81,C,Below Average Achivement
Rohtash Sonkar,9,Yes,25,87,76,B,Average Performance
Dharmik Tiwari,6,No,83,88,36,B,Average Performance
Manojsingh Pandit,9,No,84,35,46,C,Below Average Achivement
Syeed Pandey,1,No,64,54,53,C,Below Average Achivement
Sudeshna Pandit,4,No,23,63,86,C,Below Average Achivement
Sibi Mishra,8,No,16,19,19,F,Failed
विलास Sonkar,1,No,24,28,36,F,Failed
Giridhar Rajput,2,No,61,24,79,C,Below Average Achivement
Vikaram Pandey,1,Yes,95,62,69,B+,Good Pursuance
Chikun Singh,9,Yes,78,63,97,B+,Good Pursuance
Remya Seth,5,No,81,59,38,C,Below Average Achivement
Shivukumar Maurrya,8,No,45,38,50,D,Poor Pursuance
Kathir Divedi,6,No,98,20,69,B,Average Performance
Dolma Thakur,4,No,53,29,88,C,Below Average Achivement
Minakshi Mishra,4,Yes,13,75,58,D,Poor Pursuance
Sukhan Yadav,4,Yes,13,20,10,F,Failed
Mastram Pandey,8,Yes,32,18,71,D,Poor Pursuance
वैशाली Gupta,5,Yes,25,55,93,C,Below Average Achivement
Sudheendra Tiwari,7,Yes,15,20,32,F,Failed
Thoiba Gupta,3,No,95,79,42,B+,Good Pursuance
Junad Srivastav,7,Yes,100,57,76,B+,Good Pursuance
Alom Rai,8,No,71,69,56,B,Average Performance
Sohini Thakur,10,Yes,41,21,18,F,Failed
Jagadeesh Gupta,4,Yes,61,23,68,D,Poor Pursuance
Devilaal Mishra,10,No,100,86,53,B+,Good Pursuance
Jayarama Maurrya,6,No,73,91,50,B+,Good Pursuance
Dharmaraaj Tiwari,2,Yes,69,45,71,B,Average Performance
Budheshwar Singh,8,Yes,83,45,26,C,Below Average Achivement
Md Tanweer Pratap,8,No,42,41,64,D,Poor Pursuance
Chandramaadhav Tiwari,8,Yes,66,84,57,B,Average Performance
Ravi Kant Sonkar,3,No,20,20,93,D,Poor Pursuance
Dharmaketu Pandey,5,Yes,27,47,91,C,Below Average Achivement
Subbaiah Rajput,4,Yes,99,15,77,B,Average Performance
Durgesh Pandit,9,No,67,56,63,B,Average Performance
Samsuddin Maurrya,2,Yes,37,46,76,C,Below Average Achivement
Prinshu Yadav,2,No,44,80,57,C,Below Average Achivement
Mahii Gupta,2,No,33,38,58,D,Poor Pursuance
Mursaleen Rai,1,Yes,29,16,28,F,Failed
Dharam Veer Yadav,3,No,70,21,60,D,Poor Pursuance
Sajay Sonkar,7,No,90,16,33,D,Poor Pursuance
Nurjamal Sonkar,10,Yes,95,67,88,A,Very Good Achivement
Suribabu Kumari,10,No,20,53,17,F,Failed
Ud Srivastav,3,No,24,84,36,D,Poor Pursuance
Niveditha Rai,8,Yes,20,76,76,C,Below Average Achivement
Hobibur Singh,8,Yes,27,62,98,B,Average Performance
Velayutham Mishra,10,No,14,42,96,D,Poor Pursuance
Dhanashri Sonkar,7,No,39,50,25,D,Poor Pursuance
आनिल Rao,2,No,66,62,96,B+,Good Pursuance
Rakshita Sonkar,9,No,71,14,51,D,Poor Pursuance
Deepmala Divedi,2,Yes,54,49,68,C,Below Average Achivement
Ashishkumar Vishwakarma,6,Yes,66,73,52,B,Average Performance
Shruthi Srivastav,10,Yes,42,79,74,B,Average Performance
Snehasish Maurya,9,No,81,96,42,B+,Good Pursuance
Awnish Kumari,10,No,77,86,63,B+,Good Pursuance
Arpana Devi,10,No,73,17,67,C,Below Average Achivement
Aabha Singh,1,Yes,83,50,72,B,Average Performance
Ramya Vishwakarma,6,Yes,100,96,77,A+,Excellent Performance
Utsah Vishwakarma,8,No,59,10,21,F,Failed
Tusar Yadav,1,No,97,19,18,D,Poor Pursuance
M K Divedi,10,Yes,26,67,23,D,Poor Pursuance
Narsingh Srivastav,7,No,54,10,97,C,Below Average Achivement
Ganesh Prasad Kumar,2,No,13,88,26,D,Poor Pursuance
Uddhav Rao,6,No,66,81,19,C,Below Average Achivement
Padmanava Devi,6,Yes,87,90,74,A,Very Good Achivement
Pradip Kumar Seth,2,No,90,69,63,B+,Good Pursuance
Dogra Yadav,2,Yes,73,87,55,B+,Good Pursuance
Monisha Srivastav,6,Yes,37,48,57,D,Poor Pursuance
Sakib Tiwari,8,No,73,89,74,B+,Good Pursuance
Biswojit Yadav,9,Yes,25,91,83,B,Average Performance
Kesaram Rao,2,Yes,57,84,91,B+,Good Pursuance
Budhadeb Devi,6,No,16,42,91,D,Poor Pursuance
Saheem Thakur,8,Yes,37,36,83,C,Below Average Achivement
Laxminarayan Yadav,6,No,51,57,69,C,Below Average Achivement
Nanthakumar Seth,2,Yes,62,21,78,C,Below Average Achivement
Tapan Divedi,2,No,53,69,95,B+,Good Pursuance
Somendra Pandey,10,No,78,15,68,C,Below Average Achivement
Dijen Thakur,3,Yes,100,87,25,B,Average Performance
Neelima Rao,10,No,69,35,41,D,Poor Pursuance
Girjesh Tiwari,10,No,91,93,80,A,Very Good Achivement
Vrushali Gupta,5,No,39,18,55,D,Poor Pursuance
Phool Sonkar,1,Yes,100,37,34,C,Below Average Achivement
Lilima Yadav,10,No,77,29,64,C,Below Average Achivement
Nawazish Divedi,5,No,88,20,51,C,Below Average Achivement
Mostufa Thakur,2,No,95,63,13,C,Below Average Achivement
Chiranjeev Kumari,2,No,36,14,46,F,Failed
Nayeem Rajput,10,No,25,14,65,D,Poor Pursuance
Devki Singh,6,Yes,31,49,60,D,Poor Pursuance
Madhuresh Divedi,2,No,60,12,26,F,Failed
Prasant Kumar Seth,7,No,53,80,83,B+,Good Pursuance
Amarkant Srivastav,3,Yes,35,45,28,D,Poor Pursuance
Swapon Rajput,2,No,39,77,19,D,Poor Pursuance
Jetha Pandey,4,No,69,42,28,D,Poor Pursuance
Vishwakarma Sonkar,10,Yes,31,34,12,F,Failed
Parashram Vishwakarma,9,No,47,28,78,C,Below Average Achivement
Wakil Sonkar,4,No,52,61,37,D,Poor Pursuance
Arish Rai,6,No,74,67,96,B+,Good Pursuance
Phoolsingh Pandey,9,No,23,46,57,D,Poor Pursuance
सुरज Sonkar,5,Yes,65,97,37,B,Average Performance
Nirnay Pandey,3,No,93,40,55,B,Average Performance
Majibul Gupta,1,No,37,53,34,D,Poor Pursuance
Ashwini Sonkar,6,Yes,28,92,26,D,Poor Pursuance
Girindra Kumar,10,Yes,32,72,24,D,Poor Pursuance
Rakibul Maurya,8,Yes,77,12,18,D,Poor Pursuance
Ayyanar Rajput,9,Yes,87,52,69,B,Average Performance
Vatan Rao,6,No,60,43,16,D,Poor Pursuance
Sanidhya Tiwari,5,No,86,93,60,B+,Good Pursuance
Chagan Yadav,10,Yes,29,51,86,C,Below Average Achivement
Shanu Mishra,1,Yes,11,78,71,C,Below Average Achivement
Surajbhan Tiwari,7,Yes,31,17,49,F,Failed
Rudrapratap Rajput,7,No,48,34,42,D,Poor Pursuance
Varshith Gupta,7,No,32,68,47,D,Poor Pursuance
Shrenik Pandit,8,Yes,67,27,56,D,Poor Pursuance
Naga Raju Kumar,4,Yes,72,71,32,C,Below Average Achivement
Anishka Pandit,3,No,96,82,80,A,Very Good Achivement
Raje Tiwari,8,No,87,25,19,D,Poor Pursuance
Chetak Devi,4,Yes,65,23,88,C,Below Average Achivement
Kanhai Sonkar,1,Yes,12,67,91,C,Below Average Achivement
Vibhav Pandey,3,No,56,31,99,B,Average Performance
Abhay Pratap Devi,1,No,93,49,25,C,Below Average Achivement
Piyu Sonkar,9,No,71,79,44,B,Average Performance
Bratindra Maurya,5,No,90,34,47,C,Below Average Achivement
Hanshraj Singh,7,Yes,69,94,69,B+,Good Pursuance
Sulendar Rao,10,No,22,18,77,D,Poor Pursuance
Naorem Maurya,4,Yes,36,66,12,D,Poor Pursuance
Bharat Kumar Vishwakarma,5,Yes,26,43,50,D,Poor Pursuance
Sidhanta Maurya,7,No,74,79,99,A,Very Good Achivement
Dhrupad Sonkar,3,No,83,76,38,B,Average Performance
Hemsagar Rajput,3,Yes,58,94,78,B+,Good Pursuance
Priyangshu Mishra,1,No,19,80,97,B,Average Performance
Dharmjeet Vishwakarma,5,Yes,47,13,21,F,Failed
Prashant Kumar Rao,2,Yes,94,73,21,B,Average Performance
Shivamurthy Yadav,9,Yes,41,69,46,C,Below Average Achivement
Bakshi Seth,1,Yes,81,22,82,B,Average Performance
Milind Thakur,6,Yes,14,46,35,F,Failed
Titli Pandit,1,Yes,10,90,24,D,Poor Pursuance
Md Naim Mishra,4,Yes,61,62,95,B+,Good Pursuance
Lisha Gupta,5,Yes,87,93,71,A,Very Good Achivement
Saim Pandit,6,No,98,50,26,C,Below Average Achivement
Dishu Gupta,9,No,41,99,98,B+,Good Pursuance
Shivan Rai,2,No,99,63,77,B+,Good Pursuance
Parshuram Vishwakarma,6,Yes,77,92,93,A,Very Good Achivement
Dhannjay Srivastav,10,No,75,17,63,C,Below Average Achivement
Aajam Sonkar,9,No,77,68,29,C,Below Average Achivement
Tanveer Sonkar,9,Yes,86,67,14,C,Below Average Achivement
Nandhini Vishwakarma,8,Yes,24,60,90,C,Below Average Achivement
Deeptikana Thakur,1,Yes,12,18,39,F,Failed
Harshad Sonkar,2,No,54,88,28,C,Below Average Achivement
Ramnaresh Pandey,10,No,84,23,83,B,Average Performance
Pallavi Rao,10,No,92,65,66,B+,Good Pursuance
Ali Asgar Pandit,9,Yes,33,57,50,D,Poor Pursuance
मोहनलाल Seth,8,Yes,53,17,16,F,Failed
Thippesh Gupta,8,Yes,57,33,93,B,Average Performance
Minam Sonkar,1,No,38,58,58,C,Below Average Achivement
Arti Maurrya,5,Yes,65,20,12,F,Failed
Abodh Maurrya,9,Yes,13,64,23,D,Poor Pursuance
Nirjala Rao,4,Yes,45,83,14,D,Poor Pursuance
H R Tiwari,2,Yes,69,80,83,B+,Good Pursuance
Sumpi Devi,10,No,77,31,14,D,Poor Pursuance
Okil Vishwakarma,4,No,13,38,60,D,Poor Pursuance
Bhaba Pandey,1,Yes,92,92,39,B+,Good Pursuance
Sunny Singh Vishwakarma,10,No,90,83,98,A,Very Good Achivement
Ankit Kumar Rai,3,Yes,29,88,64,C,Below Average Achivement
Saptarshi Divedi,9,Yes,92,88,18,B,Average Performance
Lakshy Rajput,7,Yes,60,15,85,C,Below Average Achivement
Chakrapaani Divedi,9,No,15,52,64,D,Poor Pursuance
Khusbu Pandey,7,Yes,97,63,88,A,Very Good Achivement
Nilofar Sonkar,8,No,26,19,52,F,Failed
Ashmit Tiwari,5,Yes,66,85,11,C,Below Average Achivement
Ramu Singh Kumari,9,No,71,78,75,B+,Good Pursuance
Parmodh Rao,3,Yes,37,93,48,C,Below Average Achivement
Parvez Thakur,8,No,80,33,68,C,Below Average Achivement
Sampath Pandey,2,No,85,14,32,D,Poor Pursuance
Poornesh Maurrya,6,No,96,10,65,C,Below Average Achivement
Rani Singh Sonkar,10,Yes,88,73,38,B,Average Performance
Mujibur Pratap,9,Yes,26,74,21,D,Poor Pursuance
Jithendra Srivastav,5,No,84,29,69,C,Below Average Achivement
Jantu Vishwakarma,2,Yes,97,58,73,B+,Good Pursuance
Zala Pandey,4,No,62,13,26,D,Poor Pursuance
Mausumi Divedi,6,Yes,81,86,58,B+,Good Pursuance
Yallappa Singh,4,No,59,35,10,D,Poor Pursuance
Badal Kumar Maurya,5,Yes,73,54,78,B,Average Performance
Nanke Yadav,3,Yes,28,46,29,D,Poor Pursuance
Satypal Vishwakarma,5,No,26,40,76,D,Poor Pursuance
Sai Kumar Mishra,7,No,26,83,54,C,Below Average Achivement
Hajira Singh,8,Yes,52,44,18,D,Poor Pursuance
Nayan Yadav,6,No,17,88,64,C,Below Average Achivement
Chhantea Vishwakarma,10,No,37,48,71,C,Below Average Achivement
Dhrmendra Gupta,10,No,20,87,25,D,Poor Pursuance
Dasarath Gupta,3,Yes,10,47,21,F,Failed
Bhikha Pratap,3,Yes,37,43,97,C,Below Average Achivement
Ratish Pratap,7,Yes,33,96,16,D,Poor Pursuance
Rijvan Rajput,5,No,52,82,41,C,Below Average Achivement
Lalchan Kumar,7,No,99,13,67,C,Below Average Achivement
Kuldep Mishra,8,No,79,83,72,B+,Good Pursuance
ईश्वर Singh,4,No,41,15,49,D,Poor Pursuance
Ompal Tiwari,6,No,14,92,44,D,Poor Pursuance
Nathuram Pandey,2,No,52,64,80,B,Average Performance
Amrjeet Maurrya,1,Yes,87,93,56,B+,Good Pursuance
Rithick Singh,4,No,64,19,29,D,Poor Pursuance
Mithinga Vishwakarma,3,No,69,15,31,D,Poor Pursuance
Shoukat Rajput,8,No,47,70,28,D,Poor Pursuance
Omvir Pandey,2,Yes,96,53,36,B,Average Performance
Atendra Singh,2,No,88,88,29,B,Average Performance
Rakshit Singh,9,Yes,13,34,94,D,Poor Pursuance
Dhanush Seth,9,Yes,56,15,16,F,Failed
Abhishek Seth,6,Yes,71,16,37,D,Poor Pursuance
Devsena Pratap,2,No,46,64,87,B,Average Performance
Awanish Sonkar,5,No,81,87,43,B,Average Performance
Suni Rao,7,No,12,25,82,D,Poor Pursuance
Ashok Yadav Rajput,4,No,16,36,83,D,Poor Pursuance
Dorjee Rajput,2,Yes,96,97,74,A,Very Good Achivement
Dharmaketu Sonkar,4,Yes,95,82,51,B+,Good Pursuance
Manukumar Singh,3,Yes,90,20,19,D,Poor Pursuance
Rajdeepsinh Tiwari,5,Yes,34,54,72,C,Below Average Achivement
Sugandha Tiwari,8,No,40,11,39,F,Failed
Rohini Pandit,8,Yes,39,79,86,B,Average Performance
Visual Pandey,10,Yes,23,11,85,D,Poor Pursuance
Vipul Seth,3,Yes,69,14,27,D,Poor Pursuance
Somil Seth,4,No,38,11,80,D,Poor Pursuance
Niyaj Divedi,2,No,62,24,15,D,Poor Pursuance
Durg Kumar,6,No,73,91,54,B+,Good Pursuance
Mobin Singh,10,Yes,36,55,49,D,Poor Pursuance
Sudhir Rai,1,No,87,22,18,D,Poor Pursuance
Goparam Maurya,9,Yes,21,74,66,C,Below Average Achivement
Ajijul Maurrya,1,Yes,59,54,60,C,Below Average Achivement
Solnki Mishra,8,Yes,34,92,23,D,Poor Pursuance
Mahendrakumar Sonkar,7,No,68,59,17,D,Poor Pursuance
Rajakumar Tiwari,8,No,27,98,78,B,Average Performance
Jasim Tiwari,10,No,87,96,61,A,Very Good Achivement
Chakradhar Pandit,1,Yes,90,45,23,C,Below Average Achivement
Ratha Yadav,5,Yes,34,44,46,D,Poor Pursuance
Pinkey Maurrya,4,Yes,77,53,39,C,Below Average Achivement
Sanjay Sharma Rai,9,No,72,38,48,C,Below Average Achivement
Gavi Rajput,6,Yes,75,39,27,D,Poor Pursuance
Shuchi Vishwakarma,6,No,73,69,74,B+,Good Pursuance
Savaram Tiwari,7,Yes,65,97,85,A,Very Good Achivement
Durga Rao Pandey,4,No,44,81,36,C,Below Average Achivement
Islamuddin Yadav,6,Yes,70,56,79,B,Average Performance
Md Shamim Gupta,4,Yes,16,88,36,D,Poor Pursuance
Babitha Vishwakarma,8,No,99,13,69,C,Below Average Achivement
Ajaj Tiwari,1,Yes,26,31,15,F,Failed
Sudam Gupta,10,No,60,53,98,B,Average Performance
K R Yadav,7,Yes,38,79,97,B+,Good Pursuance
Chinnu Rai,8,Yes,59,17,99,C,Below Average Achivement
Suram Singh,4,No,74,41,95,B,Average Performance
Sombhu Kumar,3,No,26,22,67,D,Poor Pursuance
Pathik Tiwari,8,Yes,48,34,80,C,Below Average Achivement
Kumail Devi,9,No,88,74,28,B,Average Performance
Samriti Rajput,8,No,83,84,52,B+,Good Pursuance
Salmankhan Devi,4,No,94,60,31,B,Average Performance
Pyara Pandey,6,Yes,51,52,70,C,Below Average Achivement
Naseem Khan Divedi,5,No,44,80,56,C,Below Average Achivement
Aksay Vishwakarma,5,Yes,18,53,72,D,Poor Pursuance
Ashvani Gupta,10,No,64,54,89,B,Average Performance
Sibaprasad Kumar,5,Yes,19,85,48,D,Poor Pursuance
Alom Tiwari,1,No,98,22,49,C,Below Average Achivement
Jiyalal Pratap,8,Yes,26,56,14,F,Failed
Jaffer Vishwakarma,1,No,85,65,73,B+,Good Pursuance
Nivi Kumar,6,No,80,33,15,D,Poor Pursuance
S. K Kumar,6,Yes,39,33,48,D,Poor Pursuance
Awes Singh,10,Yes,45,43,50,D,Poor Pursuance
कुलदीप Thakur,1,Yes,94,66,68,B+,Good Pursuance
Tanuja Sonkar,6,Yes,77,45,86,B,Average Performance
Maheshkumar Kumari,10,Yes,20,67,73,C,Below Average Achivement
Karamchand Seth,10,Yes,69,64,52,B,Average Performance
Selvi Vishwakarma,7,No,98,94,100,A+,Excellent Performance
Rupali Rao,6,Yes,18,67,55,D,Poor Pursuance
Md Zakir Maurya,1,Yes,14,28,44,F,Failed
Hoshiyar Pratap,9,Yes,28,16,37,F,Failed
Shazeb Kumar,2,No,90,62,11,C,Below Average Achivement
Kanika Kumari,2,No,96,51,55,B,Average Performance
Alimuddin Mishra,6,Yes,41,85,95,B+,Good Pursuance
Maruf Singh,9,Yes,73,43,55,C,Below Average Achivement
Narshing Srivastav,9,No,49,10,40,D,Poor Pursuance
Aashika Vishwakarma,2,No,27,49,81,C,Below Average Achivement
Intakhab Yadav,6,No,59,51,40,D,Poor Pursuance
Dibya Ranjan Singh,2,No,20,54,40,D,Poor Pursuance
Adheer Yadav,1,No,68,76,37,C,Below Average Achivement
Tikina Seth,1,Yes,48,21,10,F,Failed
Mantoo Devi,4,No,91,82,24,B,Average Performance
Fanish Vishwakarma,9,Yes,38,93,39,C,Below Average Achivement
Thillai Rai,2,No,70,88,20,C,Below Average Achivement
Sairaj Singh,2,Yes,31,16,49,F,Failed
Sadhu Maurya,3,No,54,52,27,D,Poor Pursuance
Ritwik Rajput,2,No,24,56,93,C,Below Average Achivement
Sammer Rai,1,No,65,43,32,D,Poor Pursuance
Jitendrasingh Vishwakarma,6,No,54,81,52,B,Average Performance
